replicas,virtual users,pod response,node response,failed rate
7,100,0.13674808033050218,6.71666666666701,0.01
7,250,0.10976226571484536,6.039583333332914,0.00
7,500,0.09713039099714359,6.697916666667723,0.13
7,750,0.09787988358500073,6.695833333333212,0.74
7,1000,0.10126041533663507,6.218750000000455,2.85
7,1250,0.09398161115302887,6.797916666666879,4.86
7,1500,0.13231171220774846,8.047916666666879,19.57
8,100,0.1382262397735292,6.666666666666686,0.00
8,250,0.16174548704954828,5.950000000000273,0.44
8,500,0.1442427084536443,6.643888414342257,0.02
8,750,0.13165362793500548,6.672916666666424,1.49
8,1000,0.10985857917315636,6.0708333333339795,2.46
8,1250,0.08840396600915658,6.656249999999389,8.33
9,100,0.16916858357818612,6.616666666667086,0.11
9,250,0.09962866363825092,6.633333333333354,0.00
9,500,0.09169631939708661,6.233333333333732,0.04
9,750,0.09120090727562857,6.824999999999662,0.32
9,1000,0.09521087729725991,6.797916666666879,3.28
9,1250,0.09705740194348599,6.099999999999767,4.16
9,1500,0.1416744540029209,6.812500000000156,10.11
10,100,0.11033870949168069,6.633333333334122,0.01
10,250,0.11057411187593755,6.6270833333336014,0.00
10,500,0.0896886791721074,6.015758136357178,0.12
10,750,0.0660409704557789,6.652083333332641,7.18
